run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
SRR16873680	SAMN22998454	SRX13066481	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/080/SRR16873680/SRR16873680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/080/SRR16873680/SRR16873680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/080/SRR16873680	
SRR16873648	SAMN22998425	SRX13066513	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/048/SRR16873648/SRR16873648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/048/SRR16873648/SRR16873648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/048/SRR16873648	
SRR16873651	SAMN22998422	SRX13066510	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/051/SRR16873651/SRR16873651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/051/SRR16873651/SRR16873651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/051/SRR16873651	
SRR16873682	SAMN22998452	SRX13066479	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/082/SRR16873682/SRR16873682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/082/SRR16873682/SRR16873682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/082/SRR16873682	
SRR16873654	SAMN22998297	SRX13066507	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/054/SRR16873654/SRR16873654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/054/SRR16873654/SRR16873654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/054/SRR16873654	
SRR16873683	SAMN22998451	SRX13066478	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/083/SRR16873683/SRR16873683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/083/SRR16873683/SRR16873683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/083/SRR16873683	
SRR16873687	SAMN22998355	SRX13066474	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/087/SRR16873687/SRR16873687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/087/SRR16873687/SRR16873687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/087/SRR16873687	
SRR16873657	SAMN22998295	SRX13066504	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/057/SRR16873657/SRR16873657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/057/SRR16873657/SRR16873657_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/057/SRR16873657	
SRR16873692	SAMN22998350	SRX13066469	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/092/SRR16873692/SRR16873692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/092/SRR16873692/SRR16873692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/092/SRR16873692	
SRR16873658	SAMN22998294	SRX13066503	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/058/SRR16873658/SRR16873658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/058/SRR16873658/SRR16873658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/058/SRR16873658	
SRR16873661	SAMN22998291	SRX13066500	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/061/SRR16873661/SRR16873661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/061/SRR16873661/SRR16873661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/061/SRR16873661	
SRR16873695	SAMN22998347	SRX13066466	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/095/SRR16873695/SRR16873695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/095/SRR16873695/SRR16873695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/095/SRR16873695	
SRR16873665	SAMN22998287	SRX13066496	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/065/SRR16873665/SRR16873665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/065/SRR16873665/SRR16873665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/065/SRR16873665	
SRR16873696	SAMN22998346	SRX13066465	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/096/SRR16873696/SRR16873696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/096/SRR16873696/SRR16873696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/096/SRR16873696	
SRR16873667	SAMN22998268	SRX13066494	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/067/SRR16873667/SRR16873667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/067/SRR16873667/SRR16873667_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/067/SRR16873667	
SRR16873697	SAMN22998274	SRX13066464	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/097/SRR16873697/SRR16873697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/097/SRR16873697/SRR16873697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/097/SRR16873697	
SRR16873670	SAMN22998463	SRX13066491	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/070/SRR16873670/SRR16873670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/070/SRR16873670/SRR16873670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/070/SRR16873670	
SRR16873700	SAMN22998343	SRX13066461	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/000/SRR16873700/SRR16873700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/000/SRR16873700/SRR16873700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/000/SRR16873700	
SRR16873674	SAMN22998459	SRX13066487	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/074/SRR16873674/SRR16873674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/074/SRR16873674/SRR16873674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/074/SRR16873674	
SRR16873706	SAMN22998337	SRX13066455	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/006/SRR16873706/SRR16873706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/006/SRR16873706/SRR16873706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/006/SRR16873706	
SRR16873678	SAMN22998285	SRX13066483	PRJNA494620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/078/SRR16873678/SRR16873678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/078/SRR16873678/SRR16873678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR168/078/SRR16873678	
