alias,project_id,sample_id
DC300,PRJNA834801,SAMN28061847
DC298,PRJNA834801,SAMN28061846
DC296,PRJNA834801,SAMN28061844
DC226,PRJNA834801,SAMN28061797
DC224,PRJNA834801,SAMN28061796
DC219,PRJNA834801,SAMN28061793
DC218,PRJNA834801,SAMN28061792
DC216,PRJNA834801,SAMN28061790
DC214,PRJNA834801,SAMN28061788
DC209,PRJNA834801,SAMN28061784
DC131,PRJNA834801,SAMN28061723
DC125,PRJNA834801,SAMN28061719
DC120,PRJNA834801,SAMN28061716
DC123,PRJNA834801,SAMN28061718
DC112,PRJNA834801,SAMN28061709
DC083,PRJNA834801,SAMN28061686
DP506,PRJNA834801,SAMN28062243
DP504,PRJNA834801,SAMN28062242
DP497,PRJNA834801,SAMN28062235
DP494,PRJNA834801,SAMN28062233
DP491,PRJNA834801,SAMN28062230
DP356,PRJNA834801,SAMN28062131
DP628,PRJNA834801,SAMN28062334
DP627,PRJNA834801,SAMN28062333
DP623,PRJNA834801,SAMN28062329
DP620,PRJNA834801,SAMN28062326
DC010,PRJNA834801,SAMN28061631
DP611,PRJNA834801,SAMN28062320
DP562,PRJNA834801,SAMN28062282
DP610,PRJNA834801,SAMN28062319
DP560,PRJNA834801,SAMN28062281
DP552,PRJNA834801,SAMN28062276
DP546,PRJNA834801,SAMN28062272
DP545,PRJNA834801,SAMN28062271
DP544,PRJNA834801,SAMN28062270
DP541,PRJNA834801,SAMN28062268
DP537,PRJNA834801,SAMN28062264
DC087,PRJNA834801,SAMN28061688
DP456,PRJNA834801,SAMN28062207
DP450,PRJNA834801,SAMN28062201
DP449,PRJNA834801,SAMN28062200
DP447,PRJNA834801,SAMN28062198
DP445,PRJNA834801,SAMN28062196
DP439,PRJNA834801,SAMN28062191
DP359,PRJNA834801,SAMN28062133
DP357,PRJNA834801,SAMN28062132
