run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
SRR14711468	SAMN19513507	SRX11049459	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/068/SRR14711468/SRR14711468.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/068/SRR14711468/SRR14711468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/068/SRR14711468/SRR14711468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/068/SRR14711468	
SRR14711470	SAMN19513443	SRX11049457	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/070/SRR14711470/SRR14711470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/070/SRR14711470/SRR14711470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/070/SRR14711470	
SRR14711474	SAMN19513502	SRX11049453	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/074/SRR14711474/SRR14711474.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/074/SRR14711474/SRR14711474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/074/SRR14711474/SRR14711474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/074/SRR14711474	
SRR14711478	SAMN19513498	SRX11049449	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/078/SRR14711478/SRR14711478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/078/SRR14711478/SRR14711478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/078/SRR14711478	
SRR14711480	SAMN19513496	SRX11049447	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/080/SRR14711480/SRR14711480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/080/SRR14711480/SRR14711480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/080/SRR14711480	
SRR14711481	SAMN19513442	SRX11049446	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/081/SRR14711481/SRR14711481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/081/SRR14711481/SRR14711481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/081/SRR14711481	
SRR14711484	SAMN19513493	SRX11049443	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/084/SRR14711484/SRR14711484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/084/SRR14711484/SRR14711484_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/084/SRR14711484	
SRR14711485	SAMN19513492	SRX11049442	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/085/SRR14711485/SRR14711485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/085/SRR14711485/SRR14711485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/085/SRR14711485	
SRR14711486	SAMN19513491	SRX11049441	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/086/SRR14711486/SRR14711486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/086/SRR14711486/SRR14711486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/086/SRR14711486	
SRR14711487	SAMN19513490	SRX11049440	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/087/SRR14711487/SRR14711487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/087/SRR14711487/SRR14711487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/087/SRR14711487	
SRR14711488	SAMN19513489	SRX11049439	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/088/SRR14711488/SRR14711488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/088/SRR14711488/SRR14711488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/088/SRR14711488	
SRR14711489	SAMN19513488	SRX11049438	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/089/SRR14711489/SRR14711489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/089/SRR14711489/SRR14711489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/089/SRR14711489	
SRR14711491	SAMN19513486	SRX11049436	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/091/SRR14711491/SRR14711491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/091/SRR14711491/SRR14711491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/091/SRR14711491	
SRR14711492	SAMN19513441	SRX11049435	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/092/SRR14711492/SRR14711492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/092/SRR14711492/SRR14711492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/092/SRR14711492	
SRR14711496	SAMN19513482	SRX11049431	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/096/SRR14711496/SRR14711496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/096/SRR14711496/SRR14711496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/096/SRR14711496	
SRR14711497	SAMN19513481	SRX11049430	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/097/SRR14711497/SRR14711497.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/097/SRR14711497/SRR14711497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/097/SRR14711497/SRR14711497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/097/SRR14711497	
SRR14711500	SAMN19513478	SRX11049427	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/000/SRR14711500/SRR14711500.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/000/SRR14711500/SRR14711500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/000/SRR14711500/SRR14711500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/000/SRR14711500	
SRR14711501	SAMN19513477	SRX11049426	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/001/SRR14711501/SRR14711501.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/001/SRR14711501/SRR14711501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/001/SRR14711501/SRR14711501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/001/SRR14711501	
SRR14711507	SAMN19513472	SRX11049420	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/007/SRR14711507/SRR14711507.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/007/SRR14711507/SRR14711507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/007/SRR14711507/SRR14711507_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/007/SRR14711507	
SRR14711513	SAMN19513466	SRX11049414	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/013/SRR14711513/SRR14711513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/013/SRR14711513/SRR14711513_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/013/SRR14711513	
SRR14711519	SAMN19513461	SRX11049408	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/019/SRR14711519/SRR14711519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/019/SRR14711519/SRR14711519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/019/SRR14711519	
SRR14711520	SAMN19513460	SRX11049407	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/020/SRR14711520/SRR14711520.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/020/SRR14711520/SRR14711520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/020/SRR14711520/SRR14711520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/020/SRR14711520	
SRR14711522	SAMN19513458	SRX11049405	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/022/SRR14711522/SRR14711522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/022/SRR14711522/SRR14711522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/022/SRR14711522	
SRR14711524	SAMN19513456	SRX11049403	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/024/SRR14711524/SRR14711524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/024/SRR14711524/SRR14711524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/024/SRR14711524/SRR14711524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/024/SRR14711524	
SRR14711404	SAMN19513452	SRX11049523	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/004/SRR14711404/SRR14711404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/004/SRR14711404/SRR14711404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/004/SRR14711404	
SRR14711410	SAMN19513558	SRX11049517	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/010/SRR14711410/SRR14711410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/010/SRR14711410/SRR14711410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/010/SRR14711410	
SRR14711415	SAMN19513554	SRX11049512	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/015/SRR14711415/SRR14711415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/015/SRR14711415/SRR14711415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/015/SRR14711415	
SRR14711416	SAMN19513553	SRX11049511	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/016/SRR14711416/SRR14711416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/016/SRR14711416/SRR14711416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/016/SRR14711416	
SRR14711419	SAMN19513550	SRX11049508	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/019/SRR14711419/SRR14711419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/019/SRR14711419/SRR14711419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/019/SRR14711419	
SRR14711424	SAMN19513447	SRX11049503	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/024/SRR14711424/SRR14711424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/024/SRR14711424/SRR14711424_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/024/SRR14711424	
SRR14711425	SAMN19513545	SRX11049502	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/025/SRR14711425/SRR14711425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/025/SRR14711425/SRR14711425_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/025/SRR14711425	
SRR14711428	SAMN19513542	SRX11049499	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/028/SRR14711428/SRR14711428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/028/SRR14711428/SRR14711428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/028/SRR14711428	
SRR14711438	SAMN19513535	SRX11049489	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/038/SRR14711438/SRR14711438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/038/SRR14711438/SRR14711438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/038/SRR14711438	
SRR14711439	SAMN19513534	SRX11049488	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/039/SRR14711439/SRR14711439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/039/SRR14711439/SRR14711439_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/039/SRR14711439	
SRR14711441	SAMN19513532	SRX11049486	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/041/SRR14711441/SRR14711441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/041/SRR14711441/SRR14711441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/041/SRR14711441	
SRR14711443	SAMN19513530	SRX11049484	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/043/SRR14711443/SRR14711443.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/043/SRR14711443/SRR14711443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/043/SRR14711443/SRR14711443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/043/SRR14711443	
SRR14711444	SAMN19513529	SRX11049483	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/044/SRR14711444/SRR14711444.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/044/SRR14711444/SRR14711444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/044/SRR14711444/SRR14711444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/044/SRR14711444	
SRR14711448	SAMN19513445	SRX11049479	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/048/SRR14711448/SRR14711448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/048/SRR14711448/SRR14711448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/048/SRR14711448	
SRR14711451	SAMN19513523	SRX11049476	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/051/SRR14711451/SRR14711451.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/051/SRR14711451/SRR14711451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/051/SRR14711451/SRR14711451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/051/SRR14711451	
SRR14711461	SAMN19513514	SRX11049466	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/061/SRR14711461/SRR14711461.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/061/SRR14711461/SRR14711461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/061/SRR14711461/SRR14711461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/061/SRR14711461	
SRR14711463	SAMN19513512	SRX11049464	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/063/SRR14711463/SRR14711463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/063/SRR14711463/SRR14711463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/063/SRR14711463	
SRR14711465	SAMN19513510	SRX11049462	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/065/SRR14711465/SRR14711465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/065/SRR14711465/SRR14711465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/065/SRR14711465	
SRR14711469	SAMN19513506	SRX11049458	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/069/SRR14711469/SRR14711469.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/069/SRR14711469/SRR14711469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/069/SRR14711469/SRR14711469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/069/SRR14711469	
SRR14711471	SAMN19513505	SRX11049456	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/071/SRR14711471/SRR14711471.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/071/SRR14711471/SRR14711471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/071/SRR14711471/SRR14711471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/071/SRR14711471	
SRR14711475	SAMN19513501	SRX11049452	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/075/SRR14711475/SRR14711475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/075/SRR14711475/SRR14711475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/075/SRR14711475	
SRR14711479	SAMN19513497	SRX11049448	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/079/SRR14711479/SRR14711479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/079/SRR14711479/SRR14711479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/079/SRR14711479	
SRR14711482	SAMN19513495	SRX11049445	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/082/SRR14711482/SRR14711482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/082/SRR14711482/SRR14711482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/082/SRR14711482	
SRR14711483	SAMN19513494	SRX11049444	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/083/SRR14711483/SRR14711483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/083/SRR14711483/SRR14711483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/083/SRR14711483	
SRR14711490	SAMN19513487	SRX11049437	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/090/SRR14711490/SRR14711490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/090/SRR14711490/SRR14711490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/090/SRR14711490	
SRR14711495	SAMN19513483	SRX11049432	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/095/SRR14711495/SRR14711495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/095/SRR14711495/SRR14711495_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/095/SRR14711495	
SRR14711498	SAMN19513480	SRX11049429	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/098/SRR14711498/SRR14711498.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/098/SRR14711498/SRR14711498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/098/SRR14711498/SRR14711498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/098/SRR14711498	
SRR14711502	SAMN19513476	SRX11049425	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/002/SRR14711502/SRR14711502.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/002/SRR14711502/SRR14711502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/002/SRR14711502/SRR14711502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/002/SRR14711502	
SRR14711504	SAMN19513475	SRX11049423	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/004/SRR14711504/SRR14711504.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/004/SRR14711504/SRR14711504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/004/SRR14711504/SRR14711504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/004/SRR14711504	
SRR14711505	SAMN19513474	SRX11049422	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/005/SRR14711505/SRR14711505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/005/SRR14711505/SRR14711505_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/005/SRR14711505	
SRR14711506	SAMN19513473	SRX11049421	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/006/SRR14711506/SRR14711506.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/006/SRR14711506/SRR14711506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/006/SRR14711506/SRR14711506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/006/SRR14711506	
SRR14711510	SAMN19513469	SRX11049417	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/010/SRR14711510/SRR14711510.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/010/SRR14711510/SRR14711510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/010/SRR14711510/SRR14711510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/010/SRR14711510	
SRR14711511	SAMN19513468	SRX11049416	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/011/SRR14711511/SRR14711511.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/011/SRR14711511/SRR14711511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/011/SRR14711511/SRR14711511_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/011/SRR14711511	
SRR14711512	SAMN19513467	SRX11049415	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/012/SRR14711512/SRR14711512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/012/SRR14711512/SRR14711512_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/012/SRR14711512	
SRR14711514	SAMN19513439	SRX11049413	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/014/SRR14711514/SRR14711514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/014/SRR14711514/SRR14711514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/014/SRR14711514	
SRR14711515	SAMN19513465	SRX11049412	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/015/SRR14711515/SRR14711515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/015/SRR14711515/SRR14711515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/015/SRR14711515	
SRR14711516	SAMN19513464	SRX11049411	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/016/SRR14711516/SRR14711516.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/016/SRR14711516/SRR14711516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/016/SRR14711516/SRR14711516_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/016/SRR14711516	
SRR14711517	SAMN19513463	SRX11049410	PRJNA734525	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/017/SRR14711517/SRR14711517.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/017/SRR14711517/SRR14711517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/017/SRR14711517/SRR14711517_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR147/017/SRR14711517	
